nodeid,shapeid,x,y
2097,76,-84.2108533,30.3509747
2098,76,-84.2108273,30.3547307
2099,76,-84.2108813,30.3572497
2100,76,-84.2109083,30.3613267
2101,76,-84.2109623,30.3653117
2102,76,-84.2110153,30.3687927
2103,76,-84.2110153,30.3692757
2104,76,-84.2143693,30.3692577
2105,76,-84.2184403,30.3692367
2106,76,-84.2230603,30.3692127
2107,76,-84.2271493,30.3691907
2108,76,-84.2270993,30.3751917
2109,76,-84.2270953,30.3759167
2110,76,-84.2277233,30.3759167
2111,76,-84.2304523,30.3759167
2112,76,-84.2340563,30.3759207
2113,76,-84.2341363,30.3786467
2114,76,-84.2341443,30.3799367
2115,76,-84.2341463,30.3800957
2116,76,-84.2342133,30.3801307
2117,76,-84.2365713,30.3813187
2118,76,-84.2374163,30.3817397
2119,76,-84.2398033,30.3829457
2120,76,-84.2398003,30.3828307
2121,76,-84.2398053,30.3799957
2122,76,-84.2414303,30.3799937
2123,76,-84.2414403,30.3760267
2124,76,-84.2414343,30.3758667
2125,76,-84.2414023,30.3758737
2126,76,-84.2410993,30.3759517
2127,76,-84.2407643,30.3760567
2128,76,-84.2404703,30.3761637
2129,76,-84.2401083,30.3763147
2130,76,-84.2398843,30.3764247
2131,76,-84.2396013,30.3765797
2132,76,-84.2393263,30.3767467
2133,76,-84.2390313,30.3769447
2134,76,-84.2388823,30.3770567
2135,76,-84.2385813,30.3770597
2136,76,-84.2353933,30.3771757
2137,76,-84.2353933,30.3771327
2138,76,-84.2356623,30.3770127
2139,76,-84.2363983,30.3764627
2140,76,-84.2373913,30.3760247
2141,76,-84.2382563,30.3757037
2142,76,-84.2389753,30.3754387
2143,76,-84.2394073,30.3754327
2144,76,-84.2397133,30.3754327
2145,76,-84.2399643,30.3754397
2146,76,-84.2399643,30.3753097
2147,76,-84.2434864,30.3751282
2148,76,-84.2475923,30.3752027
2149,76,-84.2498363,30.3753007
2150,76,-84.2528249,30.3754439
2151,76,-84.2586673,30.3756347
2152,76,-84.2595063,30.3751187
2153,76,-84.2588773,30.3736827
2154,76,-84.2604023,30.3734597
2155,76,-84.2608113,30.3733997
2156,76,-84.2614743,30.3733017
2157,76,-84.2623803,30.3750707
2158,76,-84.2630101,30.3756128
2159,76,-84.2632354,30.3744558
2160,76,-84.2665297,30.3754851
2161,76,-84.2668603,30.3755657
2162,76,-84.2651863,30.3723327
2163,76,-84.2640053,30.3700177
2164,76,-84.2607443,30.3636787
2165,76,-84.2646843,30.3636437
2166,76,-84.2647193,30.3636407
2167,76,-84.2651353,30.3636187
2168,76,-84.2653243,30.3636087
2169,76,-84.2652913,30.3639497
2170,76,-84.2653223,30.3644237
2171,76,-84.2654093,30.3652147
2172,76,-84.2658753,30.3652347
2173,76,-84.2695813,30.3652807
2174,76,-84.2706513,30.3659557
2175,76,-84.2706643,30.3692197
2176,76,-84.2714643,30.3692117
2177,76,-84.2731713,30.3742507
2178,76,-84.2775443,30.3742967
2179,76,-84.2776743,30.3751257
2180,76,-84.2876423,30.3750567
2181,76,-84.2873293,30.3739427
2182,76,-84.2939023,30.3729087
2183,76,-84.2935613,30.3725257
2184,76,-84.2935863,30.3720097
2185,76,-84.2943493,30.3720247
2186,76,-84.2946873,30.3713537
2187,76,-84.2948513,30.3710297
2188,76,-84.2950973,30.3705387
2189,76,-84.2953743,30.3700157
2190,76,-84.2956093,30.3695337
2191,76,-84.2956993,30.3693377
2192,76,-84.2961753,30.3693437
2193,76,-84.2971733,30.3693457
2194,76,-84.2972793,30.3701337
2195,76,-84.2975273,30.3703067
2196,76,-84.2975743,30.3706647
2197,76,-84.2981343,30.3706007
2198,76,-84.2982263,30.3701977
2199,76,-84.2983963,30.3700527
2200,76,-84.2984583,30.3693317
2201,76,-84.2985783,30.3693167
2202,76,-84.2987113,30.3692837
2203,76,-84.2988653,30.3692337
2204,76,-84.2989083,30.3692197
2205,76,-84.2989853,30.3691987
2206,76,-84.2990963,30.3691847
2207,76,-84.2992873,30.3691777
2208,76,-84.2994383,30.3691777
2209,76,-84.2993933,30.3701377
2210,76,-84.2993243,30.3701567
2211,76,-84.2992243,30.3701857
2212,76,-84.2990653,30.3702297
2213,76,-84.2987153,30.3700527
2214,76,-84.2987993,30.3707417
2215,76,-84.2987583,30.3712207
2216,76,-84.2991563,30.3712297
2217,76,-84.2992363,30.3714157
2218,76,-84.2992983,30.3717547
2219,76,-84.2988153,30.3717287
2220,76,-84.2984243,30.3723527
2221,76,-84.2979583,30.3732637
2222,76,-84.2978463,30.3733707
2223,76,-84.2975043,30.3733937
2224,76,-84.2965613,30.3734517
2225,76,-84.2965813,30.3735247
2226,76,-84.2967253,30.3735177
2227,76,-84.2967373,30.3735837
2228,76,-84.2963063,30.3736037
2229,76,-84.2949433,30.3736177
2230,76,-84.2940483,30.3736437
2231,76,-84.2940473,30.3738497
2232,76,-84.2940443,30.3740057
2233,76,-84.2937613,30.3739797
2234,76,-84.2933983,30.3739167
2235,76,-84.2931743,30.3738317
2236,76,-84.2924713,30.3752087
2237,76,-84.2927303,30.3751957
2238,76,-84.2940153,30.3751817
2239,76,-84.2940123,30.3753907
2240,76,-84.2940213,30.3760567
2241,76,-84.2940543,30.3774817
2242,76,-84.2934433,30.3774727
2243,76,-84.2934443,30.3770527
2244,76,-84.2934463,30.3769627
2245,76,-84.2924713,30.3769717
2246,76,-84.2924283,30.3769707
2247,76,-84.2924713,30.3769017
2248,76,-84.2924473,30.3762687
2249,76,-84.2924723,30.3759627
2250,76,-84.2923563,30.3759587
2251,76,-84.2921933,30.3759537
2252,76,-84.2919233,30.3759277
2253,76,-84.2916163,30.3759217
2254,76,-84.2912743,30.3759217
2255,76,-84.2913329,30.3778866
2256,76,-84.2913133,30.3778767
2257,76,-84.2908523,30.3778747
2258,76,-84.2903533,30.3794807
2259,76,-84.2905203,30.3796427
2260,76,-84.2911423,30.3796447
2261,76,-84.2930533,30.3796507
2262,76,-84.2930473,30.3800847
2263,76,-84.2930223,30.3804847
2264,76,-84.2930343,30.3811367
2265,76,-84.2929953,30.3813477
2266,76,-84.2931863,30.3829097
2267,76,-84.2938403,30.3829477
2268,76,-84.2940903,30.3834857
2269,76,-84.2940623,30.3834997
2270,76,-84.2940353,30.3835187
2271,76,-84.2940093,30.3835477
2272,76,-84.2939783,30.3836297
2273,76,-84.2939633,30.3836977
2274,76,-84.2939583,30.3837337
2275,76,-84.2939583,30.3837847
2276,76,-84.2939683,30.3839047
2277,76,-84.2939683,30.3840437
2278,76,-84.2939653,30.3841477
2279,76,-84.2939453,30.3845417
2280,76,-84.2939423,30.3847837
2281,76,-84.2939343,30.3850247
2282,76,-84.2939563,30.3852267
2283,76,-84.2939553,30.3852857
2284,76,-84.2939253,30.3856667
2285,76,-84.2938333,30.3863047
2286,76,-84.2938153,30.3864137
2287,76,-84.2902243,30.3863717
2288,76,-84.2900993,30.3855817
2289,76,-84.2900523,30.3853517
2290,76,-84.2879333,30.3853327
2291,76,-84.2879743,30.3849807
2292,76,-84.2897703,30.3850547
2293,76,-84.2897173,30.3848507
2294,76,-84.2896653,30.3844637
2295,76,-84.2898293,30.3844727
2296,76,-84.2898093,30.3843477
2297,76,-84.2886943,30.3844207
2298,76,-84.2886863,30.3842457
2299,76,-84.2886843,30.3841267
2300,76,-84.2883953,30.3841437
2301,76,-84.2885073,30.3839447
2302,76,-84.2894013,30.3823567
2303,76,-84.2900143,30.3809447
2304,76,-84.2900713,30.3808317
2305,76,-84.2900423,30.3807877
2306,76,-84.2900143,30.3807447
2307,76,-84.2899423,30.3807927
2308,76,-84.2899023,30.3806637
2309,76,-84.2900133,30.3801987
2310,76,-84.2900323,30.3800277
2311,76,-84.2901353,30.3778717
2312,76,-84.2901223,30.3771657
2313,76,-84.2880713,30.3771277
2314,76,-84.2881493,30.3760457
2315,76,-84.2881533,30.3759197
2316,76,-84.2855203,30.3759117
2317,76,-84.2855393,30.3771537
2318,76,-84.2843183,30.3771617
2319,76,-84.2842713,30.3759127
2320,76,-84.2838143,30.3759107
2321,76,-84.2838183,30.3778597
2322,76,-84.2849053,30.3778627
2323,76,-84.2848683,30.3789487
2324,76,-84.2848153,30.3792177
2325,76,-84.2852383,30.3794277
2326,76,-84.2856163,30.3793737
2327,76,-84.2852193,30.3804627
2328,76,-84.2838673,30.3805067
2329,76,-84.2832703,30.3805357
2330,76,-84.2830923,30.3805447
2331,76,-84.2827723,30.3805567
2332,76,-84.2826283,30.3801197
2333,76,-84.2824583,30.3796087
2334,76,-84.2819043,30.3798587
2335,76,-84.2817933,30.3796727
2336,76,-84.2817553,30.3796087
2337,76,-84.2816453,30.3794067
2338,76,-84.2815663,30.3792227
2339,76,-84.2814973,30.3790127
2340,76,-84.2814443,30.3788057
2341,76,-84.2814003,30.3785627
2342,76,-84.2813793,30.3783697
2343,76,-84.2813633,30.3780647
2344,76,-84.2813603,30.3778537
2345,76,-84.2813743,30.3763477
2346,76,-84.2813833,30.3760107
2347,76,-84.2813913,30.3759047
2348,76,-84.2758953,30.3758907
2349,76,-84.2725503,30.3758747
2350,76,-84.2728623,30.3777247
2351,76,-84.2725263,30.3777777
2352,76,-84.2725533,30.3779067
2353,76,-84.2725943,30.3781407
2354,76,-84.2728943,30.3781047
2355,76,-84.2728733,30.3779017
2356,76,-84.2757033,30.3778607
2357,76,-84.2768593,30.3778497
2358,76,-84.2792513,30.3778497
2359,76,-84.2798563,30.3778537
2360,76,-84.2798723,30.3783127
2361,76,-84.2804113,30.3783007
2362,76,-84.2804883,30.3789897
2363,76,-84.2804833,30.3796137
2364,76,-84.2726893,30.3798547
2365,76,-84.2720073,30.3793737
2366,76,-84.2716992,30.3791618
2367,76,-84.2714403,30.3789837
2368,76,-84.2711713,30.3783717
2369,76,-84.2710683,30.3781367
2370,76,-84.2709753,30.3779257
2371,76,-84.2707513,30.3774127
2372,76,-84.2705163,30.3767997
2373,76,-84.2703846,30.3764794
2374,76,-84.2700893,30.3758617
2375,76,-84.2696663,30.3749077
2376,76,-84.2700463,30.3749317
2377,76,-84.2714153,30.3747207
2378,76,-84.2711553,30.3741567
2379,76,-84.2710503,30.3739307
2380,76,-84.2696173,30.3741417
2381,76,-84.2693363,30.3741637
2382,76,-84.2692353,30.3758647
2383,76,-84.2689503,30.3758657
2384,76,-84.2660253,30.3758317
2385,76,-84.2634503,30.3758177
2386,76,-84.2632853,30.3794827
2387,76,-84.2632333,30.3806407
2388,76,-84.2630463,30.3850407
2389,76,-84.2640763,30.3853867
2390,76,-84.2651503,30.3855407
2391,76,-84.2653593,30.3861597
2392,76,-84.2599833,30.3857987
2393,76,-84.2604078,30.390455
2394,76,-84.2606813,30.3934557
2395,76,-84.2567093,30.3914657
2396,76,-84.2505453,30.3883637
2397,76,-84.2500323,30.3881007
2398,76,-84.2476683,30.3869087
2399,76,-84.2476213,30.3868887
2400,76,-84.2463643,30.3862537
2401,76,-84.2457003,30.3859137
2402,76,-84.2455813,30.3858557
2403,76,-84.2452373,30.3859807
2404,76,-84.2436813,30.3869077
2405,76,-84.2436403,30.3881047
2406,76,-84.2436086,30.3912535
2407,76,-84.2436083,30.3912787
2408,76,-84.2437303,30.3986247
2409,76,-84.2394573,30.3987157
2410,76,-84.2394603,30.3988377
2411,76,-84.2395563,30.4007347
2412,76,-84.2396013,30.4021007
2413,76,-84.2396153,30.4025027
2414,76,-84.2396303,30.4029677
2415,76,-84.2429853,30.4029317
2416,76,-84.2478083,30.4028797
2417,76,-84.2478263,30.4044967
2418,76,-84.2488103,30.4045247
2419,76,-84.2488283,30.4054867
2420,76,-84.2497563,30.4054767
2421,76,-84.2498023,30.4063087
2422,76,-84.2500653,30.4062047
2423,76,-84.2510333,30.4063607
2424,76,-84.2517593,30.4066227
2425,76,-84.2521583,30.4070847
2426,76,-84.2525103,30.4073017
2427,76,-84.2536063,30.4077027
2428,76,-84.2558333,30.4077937
2429,76,-84.2571813,30.4073757
2430,76,-84.2579833,30.4072187
2431,76,-84.2586243,30.4067177
2432,76,-84.2589383,30.4064657
2433,76,-84.2594833,30.4060397
2434,76,-84.2595643,30.4059717
2435,76,-84.2597363,30.4058557
2436,76,-84.2599203,30.4057437
2437,76,-84.2601333,30.4056407
2438,76,-84.2602913,30.4055707
2439,76,-84.2605283,30.4054997
2440,76,-84.2609793,30.4053767
2441,76,-84.2613143,30.4053547
2442,76,-84.2614803,30.4053547
2443,76,-84.2616983,30.4053497
2444,76,-84.2633413,30.4053467
2445,76,-84.2634863,30.4053447
2446,76,-84.2636683,30.4053427
2447,76,-84.2636723,30.4041137
2448,76,-84.2636703,30.4036737
2449,76,-84.2634613,30.4038897
2450,76,-84.2634533,30.4033947
2451,76,-84.2628873,30.4035157
2452,76,-84.2625073,30.4035977
2453,76,-84.2619043,30.4037267
2454,76,-84.2616643,30.4025897
2455,76,-84.2603423,30.4027507
2456,76,-84.2599593,30.4001347
2457,76,-84.2599403,30.3999717
2458,76,-84.2598633,30.3995747
2459,76,-84.2639203,30.3988617
2460,76,-84.2643043,30.4004947
2461,76,-84.2640063,30.4005337
2462,76,-84.2640313,30.4006707
2463,76,-84.2641073,30.4007667
2464,76,-84.2640283,30.4008197
2465,76,-84.2637053,30.4008397
2466,76,-84.2637393,30.4010667
2467,76,-84.2634193,30.4010707
2468,76,-84.2634003,30.4014897
2469,76,-84.2632343,30.4014727
2470,76,-84.2632743,30.4016687
2471,76,-84.2634203,30.4017897
2472,76,-84.2636733,30.4017507
2473,76,-84.2675223,30.4014797
2474,76,-84.2684243,30.4013517
2475,76,-84.2684833,30.4007257
2476,76,-84.2684583,30.4000507
2477,76,-84.2684303,30.3990027
2478,76,-84.2684289,30.398327
2479,76,-84.2684243,30.3975557
2480,76,-84.2684273,30.3973707
2481,76,-84.2684273,30.3972107
2482,76,-84.2686513,30.3969757
2483,76,-84.2708953,30.3946327
2484,76,-84.2709403,30.3945787
2485,76,-84.2710693,30.3944277
2486,76,-84.2719503,30.3934517
2487,76,-84.2731723,30.3922757
2488,76,-84.2737533,30.3917137
2489,76,-84.2741513,30.3915287
2490,76,-84.2742953,30.3913887
2491,76,-84.2745183,30.3910627
2492,76,-84.2746343,30.3909137
2493,76,-84.2749263,30.3905677
2494,76,-84.2764623,30.3904497
2495,76,-84.2774573,30.3904397
2496,76,-84.2776283,30.3904407
2497,76,-84.2777383,30.3901267
2498,76,-84.2771023,30.3888567
2499,76,-84.2789763,30.3888227
2500,76,-84.2790763,30.3865207
2501,76,-84.2795943,30.3865037
2502,76,-84.2795533,30.3849407
2503,76,-84.2799723,30.3849407
2504,76,-84.2799613,30.3840067
2505,76,-84.2799923,30.3833947
2506,76,-84.2797293,30.3833897
2507,76,-84.2795323,30.3834057
2508,76,-84.2793593,30.3834147
2509,76,-84.2791713,30.3834157
2510,76,-84.2787653,30.3833867
2511,76,-84.2786663,30.3833827
2512,76,-84.2786093,30.3833857
2513,76,-84.2783533,30.3834017
2514,76,-84.2776313,30.3833987
2515,76,-84.2774223,30.3833917
2516,76,-84.2772653,30.3834007
2517,76,-84.2772353,30.3834087
2518,76,-84.2772083,30.3834307
2519,76,-84.2771453,30.3831127
2520,76,-84.2771203,30.3829807
2521,76,-84.2769203,30.3818677
2522,76,-84.2768883,30.3817097
2523,76,-84.2770523,30.3817177
2524,76,-84.2771123,30.3817207
2525,76,-84.2776153,30.3817217
2526,76,-84.2781903,30.3817217
2527,76,-84.2788613,30.3817227
2528,76,-84.2794783,30.3817237
2529,76,-84.2798853,30.3817237
2530,76,-84.2808413,30.3817247
2531,76,-84.2814843,30.3817257
2532,76,-84.2824053,30.3817217
2533,76,-84.2823983,30.3825917
2534,76,-84.2850653,30.3824667
2535,76,-84.2850763,30.3817217
2536,76,-84.2856693,30.3817217
2537,76,-84.2856473,30.3823227
2538,76,-84.2859853,30.3822937
2539,76,-84.2859733,30.3817217
2540,76,-84.2860423,30.3817217
2541,76,-84.2863023,30.3817217
2542,76,-84.2863013,30.3822247
2543,76,-84.2870363,30.3822107
2544,76,-84.2870023,30.3829167
2545,76,-84.2884113,30.3828627
2546,76,-84.2882923,30.3833277
2547,76,-84.2856093,30.3833817
2548,76,-84.2855753,30.3843157
2549,76,-84.2855353,30.3849947
2550,76,-84.2841613,30.3850247
2551,76,-84.2823773,30.3851297
2552,76,-84.2823603,30.3871597
2553,76,-84.2831893,30.3871217
2554,76,-84.2839543,30.3870877
2555,76,-84.2839553,30.3873797
2556,76,-84.2850013,30.3873277
2557,76,-84.2849793,30.3869877
2558,76,-84.2849923,30.3869157
2559,76,-84.2850723,30.3863347
2560,76,-84.2850373,30.3860197
2561,76,-84.2849793,30.3853377
2562,76,-84.2860413,30.3853537
2563,76,-84.2860763,30.3858737
2564,76,-84.2860793,30.3861127
2565,76,-84.2860873,30.3866697
2566,76,-84.2857993,30.3865747
2567,76,-84.2858073,30.3870347
2568,76,-84.2860613,30.3870537
2569,76,-84.2864943,30.3870547
2570,76,-84.2866253,30.3870767
2571,76,-84.2859863,30.3883327
2572,76,-84.2855513,30.3892567
2573,76,-84.2854723,30.3893597
2574,76,-84.2853133,30.3896367
2575,76,-84.2849103,30.3905767
2576,76,-84.2841733,30.3903397
2577,76,-84.2841623,30.3909487
2578,76,-84.2828803,30.3910047
2579,76,-84.2836623,30.3894197
2580,76,-84.2836808,30.3893733
2581,76,-84.2837173,30.3892817
2582,76,-84.2836463,30.3892657
2583,76,-84.2834733,30.3892137
2584,76,-84.2833173,30.3891487
2585,76,-84.2831883,30.3890827
2586,76,-84.2830283,30.3889837
2587,76,-84.2829093,30.3888927
2588,76,-84.2828143,30.3888037
2589,76,-84.2816543,30.3887377
2590,76,-84.2815173,30.3900217
2591,76,-84.2794433,30.3898247
2592,76,-84.2790493,30.3897867
2593,76,-84.2789433,30.3910747
2594,76,-84.2779093,30.3909697
2595,76,-84.2784143,30.3922967
2596,76,-84.2784253,30.3923357
2597,76,-84.2785893,30.3927507
2598,76,-84.2786813,30.3929347
2599,76,-84.2788043,30.3931867
2600,76,-84.2789283,30.3934367
2601,76,-84.2790153,30.3936127
2602,76,-84.2834823,30.3936347
2603,76,-84.2836213,30.3933587
2604,76,-84.2839033,30.3928087
2605,76,-84.2841053,30.3924027
2606,76,-84.2841423,30.3923287
2607,76,-84.2855003,30.3924407
2608,76,-84.2867383,30.3924597
2609,76,-84.2865803,30.3907267
2610,76,-84.2894283,30.3908787
2611,76,-84.2894533,30.3925277
2612,76,-84.2895753,30.3943157
2613,76,-84.2975103,30.3944477
2614,76,-84.2980493,30.3944687
2615,76,-84.2980713,30.3938117
2616,76,-84.2980793,30.3925627
2617,76,-84.3022553,30.3925757
2618,76,-84.3023443,30.3947007
2619,76,-84.3036653,30.3947077
2620,76,-84.3038203,30.3946287
2621,76,-84.3040033,30.3946137
2622,76,-84.3039973,30.3956327
2623,76,-84.3040073,30.3969177
2624,76,-84.3040363,30.3976857
2625,76,-84.3041823,30.3994177
2626,76,-84.3042173,30.4001697
2627,76,-84.3042283,30.4007907
2628,76,-84.3042223,30.4014067
2629,76,-84.3044743,30.4014057
2630,76,-84.3064513,30.4013887
2631,76,-84.3065223,30.4014007
2632,76,-84.3065333,30.4013837
2633,76,-84.3065743,30.4014567
2634,76,-84.3065993,30.4015177
2635,76,-84.3066153,30.4015337
2636,76,-84.3066383,30.4015427
2637,76,-84.3066683,30.4016327
2638,76,-84.3066673,30.4017657
2639,76,-84.3066783,30.4017947
2640,76,-84.3067383,30.4018977
2641,76,-84.3067643,30.4019597
2642,76,-84.3067743,30.4019947
2643,76,-84.3068073,30.4020297
2644,76,-84.3068503,30.4020177
2645,76,-84.3068743,30.4019957
2646,76,-84.3069033,30.4020777
2647,76,-84.3069423,30.4022677
2648,76,-84.3069703,30.4023337
2649,76,-84.3070273,30.4025567
2650,76,-84.3070383,30.4026267
2651,76,-84.3070213,30.4026727
2652,76,-84.3070113,30.4027487
2653,76,-84.3070013,30.4029107
2654,76,-84.3070043,30.4029557
2655,76,-84.3070453,30.4030357
2656,76,-84.3071133,30.4031317
2657,76,-84.3072653,30.4033047
2658,76,-84.3073373,30.4033707
2659,76,-84.3073693,30.4034067
2660,76,-84.3074233,30.4034957
2661,76,-84.3075183,30.4036277
2662,76,-84.3076283,30.4037497
2663,76,-84.3078793,30.4039807
2664,76,-84.3079133,30.4040227
2665,76,-84.3079443,30.4040757
2666,76,-84.3079633,30.4041417
2667,76,-84.3080043,30.4042107
2668,76,-84.3081943,30.4044687
2669,76,-84.3082783,30.4045647
2670,76,-84.3083143,30.4045667
2671,76,-84.3084393,30.4047117
2672,76,-84.3084843,30.4047737
2673,76,-84.3085603,30.4049087
2674,76,-84.3086493,30.4050197
2675,76,-84.3087973,30.4052157
2676,76,-84.3088563,30.4052797
2677,76,-84.3089083,30.4053287
2678,76,-84.3090083,30.4054367
2679,76,-84.3093233,30.4054387
2680,76,-84.3106893,30.4054517
2681,76,-84.3114483,30.4054397
2682,76,-84.3138713,30.4054117
2683,76,-84.3162983,30.4053897
2684,76,-84.3176733,30.4053727
2685,76,-84.3199773,30.4053457
2686,76,-84.3226323,30.4053137
2687,76,-84.3226333,30.4048657
2688,76,-84.3233923,30.4048667
2689,76,-84.3234023,30.4042567
2690,76,-84.3233853,30.4024657
2691,76,-84.3233753,30.4021467
2692,76,-84.3233713,30.4016307
2693,76,-84.3232403,30.4016227
2694,76,-84.3192933,30.4016317
2695,76,-84.3193303,30.4015607
2696,76,-84.3193413,30.4015147
2697,76,-84.3193433,30.4014757
2698,76,-84.3193803,30.4014557
2699,76,-84.3194353,30.4014437
2700,76,-84.3197933,30.4013357
2701,76,-84.3210043,30.4009517
2702,76,-84.3211163,30.4009167
2703,76,-84.3208803,30.4003497
2704,76,-84.3205063,30.4002107
2705,76,-84.3203813,30.4001087
2706,76,-84.3202333,30.3999547
2707,76,-84.3201863,30.3998947
2708,76,-84.3201293,30.3998117
2709,76,-84.3200793,30.3997287
2710,76,-84.3200013,30.3995687
2711,76,-84.3199733,30.3994967
2712,76,-84.3199303,30.3993307
2713,76,-84.3199183,30.3992687
2714,76,-84.3199083,30.3991747
2715,76,-84.3198903,30.3980767
2716,76,-84.3198893,30.3980387
2717,76,-84.3173291,30.3980379
2718,76,-84.3164953,30.3980377
2719,76,-84.3158843,30.3980377
2720,76,-84.3110293,30.3980677
2721,76,-84.3111223,30.3953177
2722,76,-84.3120403,30.3945917
2723,76,-84.3120623,30.3944497
2724,76,-84.3121923,30.3935827
2725,76,-84.3125013,30.3915507
2726,76,-84.3124983,30.3914597
2727,76,-84.3124973,30.3913847
2728,76,-84.3124553,30.3912177
2729,76,-84.3122423,30.3903627
2730,76,-84.3073613,30.3902277
2731,76,-84.3074233,30.3872957
2732,76,-84.3073923,30.3863707
2733,76,-84.3073293,30.3835987
2734,76,-84.3077943,30.3836177
2735,76,-84.3082133,30.3836257
2736,76,-84.3091083,30.3835987
2737,76,-84.3090873,30.3799597
2738,76,-84.3076873,30.3801437
2739,76,-84.3074923,30.3800197
2740,76,-84.3065043,30.3795447
2741,76,-84.3047333,30.3796807
2742,76,-84.3032843,30.3794987
2743,76,-84.3031923,30.3794867
2744,76,-84.3031943,30.3786847
2745,76,-84.3035093,30.3784997
2746,76,-84.3037173,30.3776017
2747,76,-84.3039593,30.3774427
2748,76,-84.3040803,30.3769917
2749,76,-84.3041713,30.3769897
2750,76,-84.3041993,30.3769907
2751,76,-84.3042033,30.3771777
2752,76,-84.3044533,30.3771437
2753,76,-84.3043883,30.3770007
2754,76,-84.3045733,30.3770107
2755,76,-84.3046703,30.3770027
2756,76,-84.3047863,30.3769497
2757,76,-84.3048563,30.3769077
2758,76,-84.3045813,30.3750887
2759,76,-84.3053473,30.3753247
2760,76,-84.3056933,30.3756937
2761,76,-84.3063433,30.3784287
2762,76,-84.3091293,30.3786627
2763,76,-84.3092523,30.3779457
2764,76,-84.3092523,30.3778207
2765,76,-84.3092023,30.3777577
2766,76,-84.3091493,30.3776777
2767,76,-84.3091283,30.3774267
2768,76,-84.3091393,30.3760487
2769,76,-84.3091483,30.3760267
2770,76,-84.3091953,30.3760917
2771,76,-84.3092483,30.3761357
2772,76,-84.3092963,30.3761647
2773,76,-84.3093513,30.3761847
2774,76,-84.3094073,30.3761927
2775,76,-84.3094553,30.3761907
2776,76,-84.3096083,30.3761617
2777,76,-84.3096743,30.3761557
2778,76,-84.3097225,30.3761577
2779,76,-84.3097963,30.3761607
2780,76,-84.3098423,30.3761547
2781,76,-84.3098723,30.3761447
2782,76,-84.3099843,30.3761867
2783,76,-84.3137713,30.3763577
2784,76,-84.3138363,30.3763607
2785,76,-84.3139003,30.3763447
2786,76,-84.3146273,30.3764467
2787,76,-84.3146773,30.3833687
2788,76,-84.3190183,30.3857227
2789,76,-84.3193013,30.3858847
2790,76,-84.3195843,30.3860487
2791,76,-84.3198673,30.3861827
2792,76,-84.3204473,30.3864977
2793,76,-84.3207083,30.3866797
2794,76,-84.3261133,30.3895697
2795,76,-84.3265853,30.3898257
2796,76,-84.3312453,30.3865657
2797,76,-84.3315523,30.3865747
2798,76,-84.3516693,30.3863367
2799,76,-84.3517803,30.3785247
2800,76,-84.3527173,30.3779727
2801,76,-84.3526843,30.3786177
2802,76,-84.3530273,30.3784397
2803,76,-84.3545033,30.3776757
2804,76,-84.3563753,30.3767427
2805,76,-84.3613233,30.3767977
2806,76,-84.3623813,30.3768107
2807,76,-84.3619583,30.3878447
2808,76,-84.3626183,30.3875967
2809,76,-84.3634083,30.3893647
2810,76,-84.3648683,30.3893857
2811,76,-84.3706963,30.3895767
2812,76,-84.3763303,30.3897037
2813,76,-84.3837143,30.3899297
2814,76,-84.3836763,30.3921027
2815,76,-84.3835933,30.3972927
2816,76,-84.3805363,30.3972597
2817,76,-84.3772993,30.3972597
2818,76,-84.3717703,30.3972457
2819,76,-84.3631983,30.3971697
2820,76,-84.3631903,30.3994207
2821,76,-84.3632463,30.4036457
2822,76,-84.3632763,30.4051867
2823,76,-84.3633353,30.4081417
2824,76,-84.3634243,30.4125337
2825,76,-84.3634963,30.4172117
2826,76,-84.3635043,30.4188427
2827,76,-84.3621133,30.4189007
2828,76,-84.3616803,30.4189097
2829,76,-84.3617313,30.4197237
2830,76,-84.3617273,30.4201637
2831,76,-84.3616853,30.4208377
2832,76,-84.3616963,30.4209067
2833,76,-84.3617143,30.4210137
2834,76,-84.3617473,30.4227647
2835,76,-84.3587803,30.4228637
2836,76,-84.3578943,30.4226967
2837,76,-84.3559053,30.4227297
2838,76,-84.3558843,30.4229547
2839,76,-84.3558603,30.4231147
2840,76,-84.3558673,30.4232287
2841,76,-84.3559103,30.4238747
2842,76,-84.3559383,30.4245477
2843,76,-84.3559623,30.4251657
2844,76,-84.3559613,30.4252567
2845,76,-84.3559653,30.4253437
2846,76,-84.3559513,30.4255007
2847,76,-84.3559743,30.4256787
2848,76,-84.3559903,30.4257677
2849,76,-84.3560063,30.4258727
2850,76,-84.3560063,30.4264107
2851,76,-84.3539643,30.4267907
2852,76,-84.3526853,30.4270327
2853,76,-84.3526843,30.4271777
2854,76,-84.3526813,30.4276327
2855,76,-84.3526793,30.4282807
2856,76,-84.3526703,30.4310127
2857,76,-84.3526533,30.4333717
2858,76,-84.3526673,30.4337667
2859,76,-84.3526973,30.4340387
2860,76,-84.3527173,30.4341777
2861,76,-84.3524023,30.4341707
2862,76,-84.3515823,30.4341757
2863,76,-84.3516473,30.4347647
2864,76,-84.3521763,30.4347887
2865,76,-84.3522003,30.4344367
2866,76,-84.3525273,30.4344187
2867,76,-84.3524933,30.4354157
2868,76,-84.3521233,30.4355597
2869,76,-84.3517863,30.4357127
2870,76,-84.3516933,30.4357547
2871,76,-84.3517933,30.4376587
2872,76,-84.3523253,30.4376737
2873,76,-84.3523103,30.4382707
