30.3939665,-84.2286128
30.3936239,-84.2279681
30.3943291,-84.2288319
30.3941779,-84.2299366
30.3942722,-84.2308306
30.3935029,-84.2301083
30.3930631,-84.2305093
30.3930009,-84.2300682
30.3934962,-84.2308394
30.3952209,-84.228885
30.3952252,-84.2286044
30.3952229,-84.2280682
30.3952584,-84.2296009
30.3951911,-84.2295258
30.3952044,-84.22932
30.3951833,-84.2290888
30.3951357,-84.2288423
30.3953874,-84.2303346
30.3952677,-84.2301547
30.3952179,-84.2299369
30.3952548,-84.2298039
30.3951958,-84.2297363
30.395693,-84.2309663
30.3957887,-84.2310264
30.3959219,-84.2308355
30.3956751,-84.2305679
30.3953493,-84.2310109
30.3953891,-84.2309057
30.3954993,-84.231073
30.3955358,-84.2309567
30.3956582,-84.2310893
30.3951902,-84.2309582
30.3952134,-84.2308303
30.3949393,-84.2309023
30.3961355,-84.2282019
30.3965042,-84.2284072
30.3964484,-84.2282841
30.3966574,-84.2285473
30.3956397,-84.2295588
30.3955078,-84.2279223
30.3959651,-84.2286006
30.3956749,-84.2286448
30.3956384,-84.2292097
30.3956346,-84.2293848
30.3959763,-84.2301971
30.3960315,-84.2300016
30.3960691,-84.2297813
30.3961487,-84.2296013
30.3961779,-84.2293953
30.3953173,-84.2282474
30.4004326,-84.2301551
30.400122,-84.2301275
30.4013614,-84.2317987
30.4013658,-84.2316858
30.4015092,-84.231696
30.4016648,-84.2318415
30.4016877,-84.2317172
30.4008915,-84.2316925
30.4010591,-84.2318024
30.4010618,-84.2316794
30.4012043,-84.2316863
30.4005519,-84.2316953
30.4008998,-84.2308861
30.4011005,-84.2309829
30.4005421,-84.231086
30.400547,-84.2314176
30.4000758,-84.2307444
30.4002515,-84.2306575
30.4004392,-84.2306707
30.4000792,-84.2310673
30.4002606,-84.2310632
30.4000944,-84.2308845
30.4002394,-84.2316953
30.400397,-84.2318014
30.4000903,-84.2314295
30.4000918,-84.2312426
30.3996177,-84.2312403
30.3997156,-84.2310684
30.3996214,-84.2308791
30.4000832,-84.2316965
30.3996282,-84.2316902
30.3997768,-84.2316899
30.3997409,-84.2317989
30.3991286,-84.2310536
30.399117,-84.2313116
30.399103,-84.2315259
30.3993637,-84.2318228
30.3994746,-84.2317077
30.3996325,-84.2301865
30.39962,-84.2303453
30.399243,-84.230628
30.3991919,-84.2308365
30.3980729,-84.2307803
30.3981421,-84.2305028
30.3982432,-84.2300808
30.3985146,-84.2300933
30.3988387,-84.230136
30.3979637,-84.2316351
30.3980988,-84.2317841
30.3980796,-84.2316639
30.3983012,-84.2315697
30.3983559,-84.231336
30.3972884,-84.2314671
30.397441,-84.2315496
30.3975881,-84.231531
30.3977346,-84.2315868
30.3978931,-84.2317272
30.3978326,-84.2311834
30.3969636,-84.2313753
30.3971435,-84.2314126
30.3970843,-84.2309449
30.3972245,-84.2310156
30.397378,-84.2310646
30.397519,-84.2311035
30.3976638,-84.2311459
30.3977226,-84.2302396
30.3976331,-84.2305401
30.3977446,-84.2304841
30.3975956,-84.2306638
30.3966093,-84.2312791
30.3971809,-84.2305435
30.3972452,-84.2303528
30.3972939,-84.2301049
30.3974327,-84.2298041
30.3965797,-84.2308338
30.3967347,-84.2308712
30.39614,-84.2311374
30.3963089,-84.2311807
30.396457,-84.2312295
30.3969978,-84.2295601
30.3962684,-84.2307265
30.396438,-84.230784
30.3965372,-84.2296439
30.3964495,-84.2298956
30.3964293,-84.2301059
30.3963515,-84.2302899
30.3967368,-84.2304072
30.3967758,-84.229333
30.3969842,-84.2288964
30.3973135,-84.2290754
30.3903185,-84.2256907
30.3902098,-84.2257656
30.3900929,-84.2257796
30.3899759,-84.2257788
30.3907993,-84.2261713
30.3908467,-84.2262629
30.3908907,-84.2264013
30.3914612,-84.2264118
30.390954,-84.2251342
30.3906708,-84.2256547
30.3907055,-84.2257827
30.390733,-84.2259148
30.3983081,-84.2296217
30.3958263,-84.2297746
30.401249,-84.2307338
30.397345,-84.2292847
30.396864,-84.2299253
30.4004435,-84.2315054
30.3986553,-84.229547
30.3956353,-84.2297325
30.3912306,-84.2260822
30.3906109,-84.2251583
30.3910487,-84.2262323
30.3910831,-84.2263544
30.391267,-84.2262126
30.3910883,-84.2256217
30.3911597,-84.2258569
30.3912002,-84.2259892
30.3909034,-84.2257489
30.391126,-84.2257253
30.3906264,-84.2254054
30.3912435,-84.225558
30.3913431,-84.2259136
30.3914056,-84.2267247
30.391369,-84.2265837
30.3913496,-84.2264996
30.3907075,-84.2253915
30.3909409,-84.2258644
30.3910107,-84.2261139
30.3909796,-84.2259926
30.3908647,-84.2256226
30.3908263,-84.2253834
30.391305,-84.2263483
30.3910769,-84.2253625
30.39102,-84.2253682
30.3911484,-84.2253562
30.3911292,-84.2265363
30.3909343,-84.2253737
30.391154,-84.2266695
30.3903069,-84.2271821
30.3899628,-84.2262453
30.3881051,-84.2273389
30.3877033,-84.2264206
30.388801,-84.2263481
30.3896693,-84.226708
30.3888986,-84.2267391
30.3880309,-84.2264042
30.3902697,-84.2266578
30.3883558,-84.2268077
30.3906389,-84.226635
30.3901355,-84.2271882
30.3904525,-84.2262081
30.3888811,-84.2265347
30.3882184,-84.2268755
30.3899479,-84.2271861
30.3879279,-84.2273677
30.3881781,-84.2263875
30.3904135,-84.2266428
30.3897107,-84.226276
30.3883272,-84.2263803
30.3900468,-84.2264442
30.3905699,-84.2267684
30.3882872,-84.2273398
30.3902999,-84.226229
30.3877331,-84.2268463
30.3880596,-84.2268294
30.3901447,-84.2262432
30.3883663,-84.2269536
30.3877551,-84.227393
30.389589,-84.226484
30.3878738,-84.2264144
30.3879082,-84.2268391
30.3895554,-84.2263592
30.3889365,-84.2263304
30.3900903,-84.2266386
30.3909399,-84.2271022
30.386693,-84.2265068
30.3872134,-84.2268924
30.3870745,-84.2270461
30.3867593,-84.2269416
30.3868331,-84.2264974
30.3873724,-84.2268822
30.3868694,-84.226721
30.3870656,-84.2269175
30.3869125,-84.2269269
30.3872108,-84.2264555
30.3873648,-84.2264505
30.3870561,-84.2264776
30.3869541,-84.2266864
30.3869416,-84.2264885
30.3873389,-84.2259232
30.3867149,-84.2259431
30.3867794,-84.2259368
30.3870059,-84.2260193
30.386895,-84.2260289
30.3869997,-84.2259203
30.3871084,-84.2259089
30.3868909,-84.2259303
30.3872254,-84.2260016
30.38712,-84.2260485
30.3866746,-84.2260438
30.3867886,-84.2260731
30.3872214,-84.2259058
30.3880559,-84.2258415
30.3879323,-84.225947
30.3882598,-84.2259242
30.387832,-84.225855
30.3881512,-84.2259308
30.3884796,-84.2259066
30.3876812,-84.2258977
30.3884694,-84.2258108
30.3880389,-84.2259876
30.3878205,-84.2259552
30.3879439,-84.2258499
30.3882783,-84.2258258
30.3887268,-84.2260308
30.3883724,-84.2259207
30.3887092,-84.2257918
30.3888351,-84.2257836
30.3887157,-84.2258792
30.3883867,-84.2258141
30.3881601,-84.2258264
30.3878104,-84.2256263
30.3862836,-84.2254891
30.3871582,-84.2254314
30.3877446,-84.2256368
30.3884403,-84.2253307
30.3897747,-84.2252256
30.3879336,-84.2256171
30.3863599,-84.2257218
30.3866056,-84.225711
30.3873674,-84.2256724
30.3880579,-84.2256105
30.3864704,-84.2260531
30.3869867,-84.2256988
30.3867775,-84.2257086
30.3863031,-84.2265571
30.3877215,-84.2253851
30.3901244,-84.2251973
30.3872398,-84.2256782
30.3893115,-84.2252518
30.3864882,-84.2257156
30.3862819,-84.2257267
30.386478,-84.2261989
30.3864675,-84.2259662
30.3868594,-84.225702
30.3871669,-84.2256876
30.3867708,-84.2254604
30.3862733,-84.2259813
30.3886529,-84.2255601
30.3884498,-84.2255761
30.3887749,-84.2255556
30.388527,-84.2255682
30.3898029,-84.2257355
30.3899844,-84.2254601
30.3893161,-84.2255002
30.3895191,-84.2254897
30.3896431,-84.225486
30.389394,-84.2254944
30.3897797,-84.2254776
30.3898617,-84.2254659
30.3902013,-84.2254405
30.3901256,-84.2254499
30.3903293,-84.2254346
30.3909215,-84.2266084
30.3937382,-84.2292524
30.3959521,-84.2299699
30.3958715,-84.2302728
30.3959846,-84.2298437
30.3960852,-84.2295411
30.3961689,-84.2292969
30.3964507,-84.2290714
30.4005545,-84.231825
30.3865412,-84.2242795
30.3863806,-84.2247006
30.3862472,-84.2247055
30.3866872,-84.224681
30.3866789,-84.2244594
30.3863145,-84.2246974
30.3863101,-84.2244765
30.3865585,-84.2246854
30.3862328,-84.2243004
30.3871569,-84.2246488
30.3869248,-84.2244428
30.3868433,-84.2242678
30.3874667,-84.2246217
30.3860039,-84.2232877
30.3859919,-84.2229399
30.3864711,-84.2233042
30.3864008,-84.2233102
30.3865202,-84.223092
30.3865299,-84.223296
30.386383,-84.2229078
30.3866515,-84.2232918
30.3866936,-84.2228564
30.386829,-84.2230635
30.3869598,-84.2230625
30.3868319,-84.2232744
30.3869625,-84.2232784
30.3868938,-84.2230638
30.3872745,-84.2232482
30.3873603,-84.2228393
30.3872493,-84.2228501
30.3872539,-84.2229483
30.3872644,-84.2231429
30.3873832,-84.2232158
30.3873755,-84.2231242
30.3873714,-84.2230347
30.3872585,-84.2230451
30.3873674,-84.2229354
30.3873344,-84.2235497
30.3876674,-84.2238737
30.3876068,-84.2238023
30.3875509,-84.2237179
30.3875208,-84.223941
30.3873667,-84.2236417
30.3875063,-84.2236355
30.3877227,-84.2241839
30.3875803,-84.2240293
30.3876497,-84.2241102
30.3874582,-84.2238378
30.3874103,-84.2237405
30.3877267,-84.2239399
30.3874672,-84.22355
30.3874348,-84.2234605
30.3877938,-84.2240051
30.3879739,-84.224366
30.3880239,-84.2241618
30.3883581,-84.2244955
30.388375,-84.2243014
30.3880666,-84.2244065
30.388286,-84.2242604
30.3881625,-84.224454
30.3885625,-84.2245148
30.388262,-84.224475
30.3885599,-84.2242984
30.3884593,-84.2245119
30.388195,-84.2242366
30.3881065,-84.2242021
30.3884672,-84.2242924
30.3893281,-84.2241648
30.3891018,-84.2240753
30.3892719,-84.2238957
30.3894273,-84.2240627
30.3889887,-84.2241457
30.3891167,-84.2243408
30.3891868,-84.2239933
30.389224,-84.2242586
